x,y,timestamp,BSSID,RSSI
875.0,628.0,1746007848621,38:20:56:85:ad:8f,-36
875.0,628.0,1746007848621,38:20:56:85:ad:8d,-30
875.0,628.0,1746007848621,38:20:56:85:ad:8e,-30
875.0,628.0,1746007848621,72:5d:cc:c2:24:18,-90
875.0,628.0,1746007848621,cc:46:d6:24:57:6a,-92
875.0,628.0,1746007848621,cc:46:d6:24:57:6c,-90
875.0,628.0,1746007848621,cc:46:d6:24:57:6d,-92
875.0,628.0,1746007848621,cc:46:d6:24:57:6e,-91
875.0,628.0,1746007848621,cc:46:d6:24:57:6f,-92
875.0,628.0,1746007848621,38:20:56:85:ad:8c,-30
875.0,628.0,1746007848621,38:20:56:85:ad:8a,-30
875.0,628.0,1746007848621,38:20:56:7e:e0:aa,-74
875.0,628.0,1746007848621,00:1c:85:0f:06:54,-61
875.0,628.0,1746007848621,38:20:56:7e:e0:ac,-75
875.0,628.0,1746007848621,38:20:56:81:16:6a,-78
875.0,628.0,1746007848621,38:20:56:81:16:6c,-78
875.0,628.0,1746007848621,38:20:56:7e:e0:ae,-75
875.0,628.0,1746007848621,38:20:56:81:16:6d,-78
875.0,628.0,1746007848621,38:20:56:7e:e0:ad,-74
875.0,628.0,1746007848621,38:20:56:81:16:6e,-77
875.0,628.0,1746007848621,38:20:56:81:16:6f,-78
875.0,628.0,1746007848621,00:eb:d8:ba:06:48,-67
875.0,628.0,1746007848621,38:20:56:81:08:2a,-81
875.0,628.0,1746007848621,38:20:56:81:16:60,-79
875.0,628.0,1746007848621,38:20:56:81:16:62,-80
875.0,628.0,1746007848621,38:20:56:81:16:63,-81
875.0,628.0,1746007848621,38:20:56:81:08:2e,-82
875.0,628.0,1746007848621,38:20:56:81:08:2f,-82
875.0,628.0,1746007848621,38:20:56:81:08:2c,-81
875.0,628.0,1746007848621,38:20:56:81:08:2d,-81
875.0,628.0,1746007848621,38:20:56:85:ad:85,-52
875.0,628.0,1746007848621,cc:46:d6:24:57:60,-82
875.0,628.0,1746007848621,86:25:19:9f:7d:44,-81
875.0,628.0,1746007848621,cc:46:d6:24:57:62,-83
875.0,628.0,1746007848621,cc:46:d6:24:57:65,-63
875.0,628.0,1746007848621,38:20:56:85:ad:82,-52
875.0,628.0,1746007848621,38:20:56:85:ad:83,-51
875.0,628.0,1746007848621,38:20:56:85:ad:80,-51
875.0,628.0,1746007848621,00:1c:85:0c:3e:0b,-77
875.0,628.0,1746007856843,38:20:56:85:ad:8f,-30
875.0,628.0,1746007856843,38:20:56:85:ad:8d,-27
875.0,628.0,1746007856843,38:20:56:85:ad:8e,-27
875.0,628.0,1746007856843,04:d4:c4:4f:aa:00,-88
875.0,628.0,1746007856843,46:27:45:68:55:62,-76
875.0,628.0,1746007856843,38:20:56:85:ad:8c,-28
875.0,628.0,1746007856843,38:20:56:85:ad:8a,-28
875.0,628.0,1746007856843,00:1c:85:0f:06:51,-76
875.0,628.0,1746007856843,38:20:56:81:08:22,-62
875.0,628.0,1746007856843,38:20:56:81:08:20,-60
875.0,628.0,1746007856843,38:20:56:81:08:25,-63
875.0,628.0,1746007856843,38:20:56:7e:e0:ae,-64
875.0,628.0,1746007856843,38:20:56:7e:e0:ad,-64
875.0,628.0,1746007856843,38:20:56:81:08:23,-62
875.0,628.0,1746007856843,38:20:56:7e:e0:af,-63
875.0,628.0,1746007856843,94:d4:69:fa:83:4d,-85
875.0,628.0,1746007856843,00:eb:d8:ba:06:48,-53
875.0,628.0,1746007856843,94:d4:69:fa:83:4e,-85
875.0,628.0,1746007856843,94:d4:69:fa:83:4f,-85
875.0,628.0,1746007856843,94:d4:69:fa:83:4a,-85
875.0,628.0,1746007856843,94:d4:69:fa:83:4c,-85
875.0,628.0,1746007856843,38:20:56:81:16:60,-68
875.0,628.0,1746007856843,38:20:56:81:16:62,-64
